Date,Time,Crime_Type,Latitude,Longitude,Address,District,Description,Status,Response_Time_Minutes
2025-11-24,10:23:21,Homicide,41.9583,-87.5318,3867 Washington Blvd,Suburban,Reported homicide incident at 3867 Washington Blvd.,Closed,43
2025-11-24,11:23:41,Arson,41.9382,-87.7106,8007 Washington Blvd,Suburban,Reported arson incident at 8007 Washington Blvd.,Cleared by Arrest,55
2025-11-24,20:38:03,Burglary,41.8043,-87.5486,1987 Washington Blvd,Downtown,Reported burglary incident at 1987 Washington Blvd.,Under Investigation,15
2025-11-24,21:25:22,Violent Disorder,41.9651,-87.5659,7325 Elm St,South,Reported violent disorder incident at 7325 Elm St.,Active,28
2025-11-25,00:38:00,Larceny,41.7908,-87.57,4975 Elm St,East,Reported larceny incident at 4975 Elm St.,Under Investigation,17
2025-11-25,04:48:10,Disorderly Conduct,41.8351,-87.6259,2556 Main St,West,Reported disorderly conduct incident at 2556 Main St.,Cleared by Arrest,21
2025-11-25,05:41:38,Violent Disorder,41.9156,-87.5456,8429 Elm St,North,Reported violent disorder incident at 8429 Elm St.,Cleared by Arrest,38
2025-11-25,05:53:24,Drug Trafficking,41.9346,-87.7079,4095 Broadway,North,Reported drug trafficking incident at 4095 Broadway.,Active,37
2025-11-25,08:55:05,Larceny,41.8053,-87.6864,4659 Elm St,East,Reported larceny incident at 4659 Elm St.,Cleared by Arrest,8
2025-11-25,13:00:28,Motor Vehicle Theft,41.8009,-87.6143,2124 Broadway,Suburban,Reported motor vehicle theft incident at 2124 Broadway.,Closed,31
2025-11-25,13:03:16,Burglary,41.859,-87.7197,553 Cedar St,Suburban,Reported burglary incident at 553 Cedar St.,Active,11
2025-11-25,20:15:16,Larceny,41.8081,-87.6406,2648 Oak Ave,South,Reported larceny incident at 2648 Oak Ave.,Closed,20
2025-11-25,22:09:34,Simple Assault,41.779,-87.581,1588 Oak Ave,West,Reported simple assault incident at 1588 Oak Ave.,Cleared by Arrest,40
2025-11-26,08:07:46,Fraud,41.8217,-87.6832,7072 Park Ln,West,Reported fraud incident at 7072 Park Ln.,Under Investigation,48
2025-11-26,09:45:38,Larceny,41.9723,-87.7277,6625 Cedar St,West,Reported larceny incident at 6625 Cedar St.,Under Investigation,44
2025-11-26,11:07:14,Arson,41.8852,-87.5576,5746 Broadway,Central,Reported arson incident at 5746 Broadway.,Under Investigation,20
2025-11-26,11:23:45,Drug Possession,41.8154,-87.669,6733 Cedar St,South,Reported drug possession incident at 6733 Cedar St.,Under Investigation,38
2025-11-26,13:15:08,Property Theft,41.9239,-87.5436,6670 Maple Dr,Uptown,Reported property theft incident at 6670 Maple Dr.,Cleared by Arrest,25
2025-11-26,15:25:07,Homicide,41.9213,-87.7263,7970 Washington Blvd,West,Reported homicide incident at 7970 Washington Blvd.,Active,52
2025-11-26,15:28:39,Violent Disorder,41.9121,-87.6281,3709 Washington Blvd,Downtown,Reported violent disorder incident at 3709 Washington Blvd.,Active,33
2025-11-26,23:12:38,Traffic Violation,41.8223,-87.6045,2472 Elm St,North,Reported traffic violation incident at 2472 Elm St.,Closed,16
2025-11-27,00:04:10,Simple Assault,41.8272,-87.6641,143 Cedar St,North,Reported simple assault incident at 143 Cedar St.,Closed,50
2025-11-27,02:13:56,Burglary,41.8793,-87.6417,8890 Washington Blvd,West,Reported burglary incident at 8890 Washington Blvd.,Closed,51
2025-11-27,06:19:14,Arson,41.7782,-87.6964,776 Park Ln,West,Reported arson incident at 776 Park Ln.,Under Investigation,44
2025-11-27,08:17:20,Arson,41.9246,-87.6063,2869 Main St,Suburban,Reported arson incident at 2869 Main St.,Closed,9
2025-11-27,08:27:34,Narcotics Distribution,41.9399,-87.6223,344 Broadway,Uptown,Reported narcotics distribution incident at 344 Broadway.,Closed,19
2025-11-27,12:45:35,Arson,41.9567,-87.6894,3194 Broadway,West,Reported arson incident at 3194 Broadway.,Under Investigation,39
2025-11-27,21:46:41,Robbery,41.874,-87.5384,1017 Washington Blvd,Downtown,Reported robbery incident at 1017 Washington Blvd.,Under Investigation,20
2025-11-28,00:32:55,Simple Assault,41.9173,-87.5898,3113 Park Ln,Suburban,Reported simple assault incident at 3113 Park Ln.,Under Investigation,11
2025-11-28,18:42:07,Drug Possession,41.8246,-87.6501,1222 Cedar St,South,Reported drug possession incident at 1222 Cedar St.,Active,21
2025-11-28,19:00:01,Arson,41.9649,-87.5793,1184 Broadway,Central,Reported arson incident at 1184 Broadway.,Closed,39
2025-11-28,23:12:50,Arson,41.9139,-87.6893,6438 Park Ln,East,Reported arson incident at 6438 Park Ln.,Cleared by Arrest,53
2025-11-28,23:53:52,Burglary,41.92,-87.7124,7634 Washington Blvd,Downtown,Reported burglary incident at 7634 Washington Blvd.,Under Investigation,36
2025-11-29,03:47:34,Loitering,41.7893,-87.6335,173 Maple Dr,Central,Reported loitering incident at 173 Maple Dr.,Closed,26
2025-11-29,11:46:58,Robbery,41.789,-87.6265,1795 Cedar St,Uptown,Reported robbery incident at 1795 Cedar St.,Active,37
2025-11-29,14:44:58,Disorderly Conduct,41.8742,-87.5697,5576 Elm St,West,Reported disorderly conduct incident at 5576 Elm St.,Closed,59
2025-11-29,14:47:21,Motor Vehicle Theft,41.8591,-87.5759,9314 Park Ln,Uptown,Reported motor vehicle theft incident at 9314 Park Ln.,Under Investigation,26
2025-11-29,17:33:02,Larceny,41.7953,-87.7016,8528 Main St,North,Reported larceny incident at 8528 Main St.,Under Investigation,55
2025-11-29,19:51:27,Aggravated Assault,41.8544,-87.6015,3925 Broadway,Central,Reported aggravated assault incident at 3925 Broadway.,Cleared by Arrest,54
2025-11-30,02:16:44,Aggravated Assault,41.9025,-87.5372,9211 Main St,East,Reported aggravated assault incident at 9211 Main St.,Under Investigation,59
2025-11-30,02:59:21,Drug Possession,41.8284,-87.6262,6915 Maple Dr,West,Reported drug possession incident at 6915 Maple Dr.,Closed,5
2025-11-30,06:36:01,Homicide,41.9049,-87.593,1232 Park Ln,West,Reported homicide incident at 1232 Park Ln.,Cleared by Arrest,59
2025-11-30,10:12:56,Simple Assault,41.9434,-87.6765,7170 Washington Blvd,North,Reported simple assault incident at 7170 Washington Blvd.,Active,15
2025-11-30,12:24:30,Motor Vehicle Theft,41.9213,-87.5411,3353 Broadway,North,Reported motor vehicle theft incident at 3353 Broadway.,Closed,57
2025-11-30,12:40:42,Vandalism,41.8423,-87.6547,3527 Cedar St,West,Reported vandalism incident at 3527 Cedar St.,Cleared by Arrest,46
2025-11-30,16:59:43,Robbery,41.8836,-87.6222,9681 Maple Dr,Central,Reported robbery incident at 9681 Maple Dr.,Active,35
2025-11-30,17:02:02,Simple Assault,41.8745,-87.5712,7440 Oak Ave,Suburban,Reported simple assault incident at 7440 Oak Ave.,Closed,44
2025-11-30,19:17:40,Robbery,41.9673,-87.6364,6777 Broadway,Downtown,Reported robbery incident at 6777 Broadway.,Cleared by Arrest,36
2025-11-30,19:19:31,Arson,41.802,-87.5998,5430 Washington Blvd,Downtown,Reported arson incident at 5430 Washington Blvd.,Cleared by Arrest,22
2025-11-30,21:52:56,Homicide,41.8111,-87.7135,6077 Oak Ave,West,Reported homicide incident at 6077 Oak Ave.,Under Investigation,8
2025-11-30,23:56:49,Loitering,41.9629,-87.6393,5214 Park Ln,South,Reported loitering incident at 5214 Park Ln.,Under Investigation,60
2025-12-01,04:44:41,Drug Possession,41.9014,-87.6945,2974 Maple Dr,South,Reported drug possession incident at 2974 Maple Dr.,Cleared by Arrest,59
2025-12-01,06:01:19,Traffic Violation,41.8437,-87.6632,2057 Broadway,East,Reported traffic violation incident at 2057 Broadway.,Cleared by Arrest,46
2025-12-01,06:27:53,Homicide,41.7852,-87.6318,1151 Maple Dr,Central,Reported homicide incident at 1151 Maple Dr.,Active,53
2025-12-01,07:21:43,Larceny,41.7793,-87.7097,9248 Cedar St,Uptown,Reported larceny incident at 9248 Cedar St.,Under Investigation,23
2025-12-01,14:33:28,Arson,41.9024,-87.6657,329 Maple Dr,East,Reported arson incident at 329 Maple Dr.,Under Investigation,46
2025-12-01,22:11:29,Narcotics Distribution,41.9238,-87.5836,9842 Oak Ave,Uptown,Reported narcotics distribution incident at 9842 Oak Ave.,Active,36
2025-12-01,23:44:18,Arson,41.8087,-87.7193,5627 Main St,South,Reported arson incident at 5627 Main St.,Cleared by Arrest,14
2025-12-02,06:02:36,Violent Disorder,41.9285,-87.6216,5038 Maple Dr,East,Reported violent disorder incident at 5038 Maple Dr.,Active,45
2025-12-02,07:20:45,Larceny,41.8038,-87.637,7059 Washington Blvd,North,Reported larceny incident at 7059 Washington Blvd.,Under Investigation,23
2025-12-02,08:53:32,Drug Possession,41.9658,-87.5607,6865 Washington Blvd,North,Reported drug possession incident at 6865 Washington Blvd.,Closed,39
2025-12-02,14:05:52,Vandalism,41.8523,-87.5874,4993 Oak Ave,Downtown,Reported vandalism incident at 4993 Oak Ave.,Under Investigation,54
2025-12-03,00:49:49,Larceny,41.8222,-87.5805,1773 Broadway,North,Reported larceny incident at 1773 Broadway.,Cleared by Arrest,5
2025-12-03,03:22:45,Property Theft,41.8737,-87.6692,644 Broadway,Downtown,Reported property theft incident at 644 Broadway.,Cleared by Arrest,21
2025-12-03,04:16:45,Arson,41.906,-87.653,6798 Washington Blvd,East,Reported arson incident at 6798 Washington Blvd.,Cleared by Arrest,40
2025-12-03,04:47:41,Vandalism,41.941,-87.634,4847 Maple Dr,Suburban,Reported vandalism incident at 4847 Maple Dr.,Closed,21
2025-12-03,14:30:52,Disorderly Conduct,41.8161,-87.6023,9741 Park Ln,Central,Reported disorderly conduct incident at 9741 Park Ln.,Closed,17
2025-12-03,19:35:17,Burglary,41.9411,-87.6886,2086 Washington Blvd,North,Reported burglary incident at 2086 Washington Blvd.,Active,31
2025-12-04,02:30:33,Burglary,41.9393,-87.6712,7445 Elm St,South,Reported burglary incident at 7445 Elm St.,Closed,36
2025-12-04,03:26:04,Motor Vehicle Theft,41.7939,-87.6782,5186 Elm St,Suburban,Reported motor vehicle theft incident at 5186 Elm St.,Active,37
2025-12-04,04:19:58,Homicide,41.9219,-87.5956,3759 Park Ln,Suburban,Reported homicide incident at 3759 Park Ln.,Cleared by Arrest,23
2025-12-04,06:29:59,Drug Trafficking,41.8345,-87.5575,4116 Maple Dr,Central,Reported drug trafficking incident at 4116 Maple Dr.,Active,35
2025-12-04,08:20:23,Arson,41.8565,-87.6747,5007 Washington Blvd,Suburban,Reported arson incident at 5007 Washington Blvd.,Closed,59
2025-12-04,09:09:44,Drug Trafficking,41.7886,-87.5784,5505 Cedar St,South,Reported drug trafficking incident at 5505 Cedar St.,Under Investigation,12
2025-12-04,17:40:48,Vandalism,41.9506,-87.5696,9067 Maple Dr,South,Reported vandalism incident at 9067 Maple Dr.,Cleared by Arrest,18
2025-12-04,22:35:11,Property Theft,41.8973,-87.705,4888 Elm St,East,Reported property theft incident at 4888 Elm St.,Under Investigation,21
2025-12-04,23:32:10,Disorderly Conduct,41.7821,-87.5453,9107 Park Ln,West,Reported disorderly conduct incident at 9107 Park Ln.,Closed,11
2025-12-05,03:32:20,Larceny,41.9188,-87.542,2316 Maple Dr,East,Reported larceny incident at 2316 Maple Dr.,Closed,14
2025-12-05,07:53:34,Arson,41.8676,-87.5631,2682 Oak Ave,Uptown,Reported arson incident at 2682 Oak Ave.,Active,33
2025-12-05,12:08:54,Motor Vehicle Theft,41.847,-87.6882,9872 Maple Dr,South,Reported motor vehicle theft incident at 9872 Maple Dr.,Cleared by Arrest,51
2025-12-05,13:07:33,Robbery,41.9643,-87.67,1062 Main St,Central,Reported robbery incident at 1062 Main St.,Cleared by Arrest,18
2025-12-05,14:06:53,Vandalism,41.8885,-87.6204,7109 Park Ln,Downtown,Reported vandalism incident at 7109 Park Ln.,Cleared by Arrest,39
2025-12-05,15:37:56,Burglary,41.9723,-87.5442,4459 Main St,West,Reported burglary incident at 4459 Main St.,Cleared by Arrest,60
2025-12-06,03:16:24,Loitering,41.955,-87.6001,8090 Broadway,Suburban,Reported loitering incident at 8090 Broadway.,Cleared by Arrest,23
2025-12-06,05:41:17,Vandalism,41.9152,-87.5776,5787 Main St,Downtown,Reported vandalism incident at 5787 Main St.,Cleared by Arrest,34
2025-12-06,13:49:57,Vandalism,41.8769,-87.5538,8631 Broadway,North,Reported vandalism incident at 8631 Broadway.,Active,59
2025-12-06,14:03:43,Public Intoxication,41.8318,-87.596,9698 Maple Dr,West,Reported public intoxication incident at 9698 Maple Dr.,Cleared by Arrest,44
2025-12-06,15:39:58,Motor Vehicle Theft,41.7849,-87.5433,332 Maple Dr,East,Reported motor vehicle theft incident at 332 Maple Dr.,Closed,43
2025-12-06,16:27:02,Larceny,41.9327,-87.7155,6931 Cedar St,South,Reported larceny incident at 6931 Cedar St.,Under Investigation,57
2025-12-06,17:28:23,Vandalism,41.9526,-87.5551,1656 Elm St,Uptown,Reported vandalism incident at 1656 Elm St.,Cleared by Arrest,44
2025-12-06,17:33:05,Motor Vehicle Theft,41.9777,-87.7045,9492 Cedar St,East,Reported motor vehicle theft incident at 9492 Cedar St.,Active,6
2025-12-06,17:47:47,Property Theft,41.8439,-87.6755,1773 Main St,Uptown,Reported property theft incident at 1773 Main St.,Active,25
2025-12-07,07:33:19,Vandalism,41.8307,-87.6443,4866 Cedar St,Central,Reported vandalism incident at 4866 Cedar St.,Under Investigation,50
2025-12-07,15:34:47,Simple Assault,41.8387,-87.572,7382 Cedar St,North,Reported simple assault incident at 7382 Cedar St.,Under Investigation,17
2025-12-07,17:59:44,Arson,41.8216,-87.707,5346 Elm St,Central,Reported arson incident at 5346 Elm St.,Cleared by Arrest,33
2025-12-07,19:37:21,Motor Vehicle Theft,41.9579,-87.5781,3437 Broadway,East,Reported motor vehicle theft incident at 3437 Broadway.,Active,22
2025-12-07,22:47:13,Robbery,41.7866,-87.686,3818 Cedar St,Suburban,Reported robbery incident at 3818 Cedar St.,Under Investigation,58
2025-12-08,06:14:48,Aggravated Assault,41.7869,-87.6399,7184 Oak Ave,North,Reported aggravated assault incident at 7184 Oak Ave.,Under Investigation,33
2025-12-08,11:28:27,Property Theft,41.8157,-87.6273,8667 Main St,Downtown,Reported property theft incident at 8667 Main St.,Active,59
2025-12-08,13:29:41,Arson,41.8064,-87.5458,2239 Main St,West,Reported arson incident at 2239 Main St.,Active,9
2025-12-08,14:07:18,Homicide,41.8043,-87.5602,7205 Elm St,North,Reported homicide incident at 7205 Elm St.,Under Investigation,22
2025-12-08,16:16:54,Aggravated Assault,41.8231,-87.6473,8679 Oak Ave,North,Reported aggravated assault incident at 8679 Oak Ave.,Active,19
2025-12-08,18:24:11,Burglary,41.8382,-87.7019,1538 Maple Dr,Suburban,Reported burglary incident at 1538 Maple Dr.,Closed,23
2025-12-08,23:35:47,Simple Assault,41.841,-87.6242,1760 Maple Dr,West,Reported simple assault incident at 1760 Maple Dr.,Cleared by Arrest,44
2025-12-09,02:31:35,Robbery,41.9031,-87.6404,2050 Washington Blvd,Uptown,Reported robbery incident at 2050 Washington Blvd.,Closed,13
2025-12-09,11:07:22,Loitering,41.8947,-87.6706,4575 Park Ln,West,Reported loitering incident at 4575 Park Ln.,Closed,31
2025-12-09,20:30:42,Robbery,41.9506,-87.6186,3695 Washington Blvd,Central,Reported robbery incident at 3695 Washington Blvd.,Cleared by Arrest,44
2025-12-09,21:02:39,Narcotics Distribution,41.9229,-87.6399,9257 Elm St,West,Reported narcotics distribution incident at 9257 Elm St.,Cleared by Arrest,10
2025-12-10,00:04:16,Vandalism,41.7902,-87.5702,7425 Main St,South,Reported vandalism incident at 7425 Main St.,Cleared by Arrest,14
2025-12-10,05:43:51,Aggravated Assault,41.8018,-87.7211,1754 Washington Blvd,Downtown,Reported aggravated assault incident at 1754 Washington Blvd.,Cleared by Arrest,15
2025-12-10,06:13:20,Loitering,41.8985,-87.6211,3106 Washington Blvd,South,Reported loitering incident at 3106 Washington Blvd.,Closed,49
2025-12-10,09:28:43,Larceny,41.8748,-87.6852,7883 Cedar St,North,Reported larceny incident at 7883 Cedar St.,Cleared by Arrest,57
2025-12-10,21:08:13,Homicide,41.9437,-87.572,4311 Main St,Suburban,Reported homicide incident at 4311 Main St.,Under Investigation,11
2025-12-10,21:45:31,Traffic Violation,41.8766,-87.724,1950 Maple Dr,South,Reported traffic violation incident at 1950 Maple Dr.,Active,28
2025-12-10,22:41:26,Homicide,41.7912,-87.5579,9445 Elm St,Central,Reported homicide incident at 9445 Elm St.,Under Investigation,8
2025-12-11,02:31:23,Aggravated Assault,41.7855,-87.6452,1922 Park Ln,East,Reported aggravated assault incident at 1922 Park Ln.,Active,56
2025-12-11,18:06:22,Homicide,41.9368,-87.6616,758 Maple Dr,West,Reported homicide incident at 758 Maple Dr.,Active,33
2025-12-11,22:43:12,Larceny,41.8649,-87.6077,2186 Elm St,West,Reported larceny incident at 2186 Elm St.,Cleared by Arrest,55
2025-12-12,04:57:33,Drug Trafficking,41.8153,-87.578,6931 Broadway,Suburban,Reported drug trafficking incident at 6931 Broadway.,Cleared by Arrest,17
2025-12-12,08:19:14,Burglary,41.815,-87.6268,2322 Main St,Central,Reported burglary incident at 2322 Main St.,Closed,17
2025-12-12,08:20:46,Burglary,41.7905,-87.6424,8893 Cedar St,West,Reported burglary incident at 8893 Cedar St.,Active,17
2025-12-12,13:38:35,Burglary,41.9668,-87.6488,7351 Main St,Central,Reported burglary incident at 7351 Main St.,Closed,34
2025-12-12,14:32:59,Drug Possession,41.7864,-87.6225,6754 Cedar St,East,Reported drug possession incident at 6754 Cedar St.,Under Investigation,49
2025-12-12,16:07:02,Property Theft,41.9394,-87.7085,8746 Broadway,South,Reported property theft incident at 8746 Broadway.,Cleared by Arrest,8
2025-12-12,19:25:34,Vandalism,41.8295,-87.5378,5023 Oak Ave,West,Reported vandalism incident at 5023 Oak Ave.,Closed,22
2025-12-13,00:59:18,Aggravated Assault,41.8073,-87.5998,4079 Oak Ave,Uptown,Reported aggravated assault incident at 4079 Oak Ave.,Under Investigation,5
2025-12-13,05:35:36,Narcotics Distribution,41.8768,-87.5759,9801 Main St,North,Reported narcotics distribution incident at 9801 Main St.,Under Investigation,16
2025-12-13,06:17:00,Burglary,41.8843,-87.5949,3009 Cedar St,Central,Reported burglary incident at 3009 Cedar St.,Under Investigation,24
2025-12-13,06:50:17,Drug Possession,41.9122,-87.7061,4865 Park Ln,South,Reported drug possession incident at 4865 Park Ln.,Active,21
2025-12-13,10:51:53,Burglary,41.8429,-87.673,2135 Broadway,North,Reported burglary incident at 2135 Broadway.,Closed,30
2025-12-13,12:07:36,Simple Assault,41.8706,-87.6328,4300 Elm St,East,Reported simple assault incident at 4300 Elm St.,Active,7
2025-12-13,13:32:37,Robbery,41.8915,-87.5439,1987 Maple Dr,South,Reported robbery incident at 1987 Maple Dr.,Under Investigation,54
2025-12-13,16:00:17,Arson,41.8316,-87.5525,3154 Park Ln,Central,Reported arson incident at 3154 Park Ln.,Under Investigation,59
2025-12-13,21:55:43,Arson,41.8905,-87.5421,237 Cedar St,Central,Reported arson incident at 237 Cedar St.,Cleared by Arrest,23
2025-12-13,22:34:16,Homicide,41.8669,-87.6253,8766 Oak Ave,North,Reported homicide incident at 8766 Oak Ave.,Active,34
2025-12-14,07:26:54,Larceny,41.88,-87.5771,4422 Elm St,Central,Reported larceny incident at 4422 Elm St.,Closed,11
2025-12-14,09:05:31,Traffic Violation,41.947,-87.589,1250 Maple Dr,Downtown,Reported traffic violation incident at 1250 Maple Dr.,Closed,57
2025-12-14,14:13:46,Simple Assault,41.9733,-87.5541,5807 Maple Dr,West,Reported simple assault incident at 5807 Maple Dr.,Under Investigation,33
